product,productName,reviewerName,title,date,verifiedPurchase,stars,text,helpful,size
undefined,chanca_piedra_naturalisimolife,David,1.0 out of 5 stars,"Reviewed in the United States on February 22, 2022",true,1.0 out of 5 stars,Took this for about a month but still couldn't pass kidney stone.  My stone actually got a little bigger.  May work for some but didn't work for me.,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,ROBERT C. COX,1.0 out of 5 stars,"Reviewed in the United States on February 2, 2022",true,1.0 out of 5 stars,I was diagnosed with a 11mm kidney stone that eventually broke in half and got stuck. I have passed 18 stones previously but was unable to pass this one. I purchased this after much research to prevent having surgery. I had high expectations based on the Amazon reviews but the product yielded low results. I thought that maybe it helped with pain a little but I am sure it was something else and not this supplement. I would save your money and try and get Potassium citrate and drink Distilled water,3 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Mary S.,1.0 out of 5 stars,"Reviewed in the United States on February 1, 2022",true,1.0 out of 5 stars,This product does nothing for calcium oxalate kidney stones per physicians.,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,emorett,1.0 out of 5 stars,"Reviewed in the United States on January 7, 2022",true,1.0 out of 5 stars,I took the whole bottle but my kidney stone is still there,2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Sam,1.0 out of 5 stars,"Reviewed in the United States on December 7, 2021",true,1.0 out of 5 stars,"I gave this a solid try and it did nothing for my 6mm stone. In fact, I had a follow-up CT scan and the stone hadn't even shrunk in size.It's pure coincidence that the reviewers who took chanca piedra said their stone came out days later.If you want reliable stone prevention, order the Moonstone kidney health drink mix - it's the real deal.",2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Frank,1.0 out of 5 stars,"Reviewed in the United States on December 6, 2021",true,1.0 out of 5 stars,Used this product for pain reliefHasn’t worked yet,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,Cmaff66,1.0 out of 5 stars,"Reviewed in the United States on October 6, 2021",true,1.0 out of 5 stars,I have a 5MM kidney stone and used this and the liquid form and saw no results. Not sure if this is more a preventative product than a curative product.,2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Amazon Customer,1.0 out of 5 stars,"Reviewed in the United States on September 29, 2021",true,1.0 out of 5 stars,It did nothing I use about 4 bottles over 2 months and I end up going with surgery to remove 3 kidney stones,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,mwhite,1.0 out of 5 stars,"Reviewed in the United States on September 24, 2021",true,1.0 out of 5 stars,Did not work at all for kidney stones,,
undefined,chanca_piedra_naturalisimolife,mike swinkunas,1.0 out of 5 stars,"Reviewed in the United States on August 27, 2021",true,1.0 out of 5 stars,"Took it for two weeks and it did nothing, pain was still there (kidney stone).",One person found this helpful,
undefined,chanca_piedra_naturalisimolife,Becky,1.0 out of 5 stars,"Reviewed in the United States on August 14, 2021",true,1.0 out of 5 stars,Have taken for a month now. My stone pain continues...😔,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,Jay,1.0 out of 5 stars,"Reviewed in the United States on August 9, 2021",true,1.0 out of 5 stars,Well I was told I had a 6 mm kidney stone 6 weeks ago after a ct scan and after 6 weeks of using chanca piedra 2 times a day an x ray just showed the stone hadn't moved or got smaller. Oh well it was worth a try.,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,Knight,1.0 out of 5 stars,"Reviewed in the United States on August 1, 2021",true,1.0 out of 5 stars,"I bought it for my mother in law but she feels no different with her kidney Stones, plus I should get a free bottle, but I have to live in the USA to get it, they are ok to sell for me but no free bottle I felt discriminated against, maybe I am wrong.",,
undefined,chanca_piedra_naturalisimolife,Diabloss,1.0 out of 5 stars,"Reviewed in the United States on June 27, 2021",true,1.0 out of 5 stars,Don't know if it helps with kidney stones.  Had very bad reaction after taking first dose.  Maybe it's me but I wouldn't take it again.,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,Rebecca Romero,1.0 out of 5 stars,"Reviewed in the United States on May 31, 2021",true,1.0 out of 5 stars,My stones never broke down or passed.,,
undefined,chanca_piedra_naturalisimolife,J BT,1.0 out of 5 stars,"Reviewed in the United States on May 30, 2021",true,1.0 out of 5 stars,Took this as I have a stone in kidney. Was hoping hoping to dissolve it a bit before it started the passing process. Took just 1 pill to see how my body would handle it and I've had diarrhea ever since. Not real happy about that. Thankfully I'm not in pain or I can only imagine what I'd be feeling with bonus diarrhea.,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,SJ,1.0 out of 5 stars,"Reviewed in the United States on May 9, 2021",true,1.0 out of 5 stars,Does not work. Tried for a month with no improvement in my kidney stone condition.,3 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Mohican,1.0 out of 5 stars,"Reviewed in the United States on May 3, 2021",true,1.0 out of 5 stars,"Took these pills for over a year hoping to break down several kidney stones.  Instead one got larger and I had to have them surgically removed.  I understand why people take these for kidney stones, same reason I did... but in the end they are jut ""hope"" pills.",2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Sunshine,1.0 out of 5 stars,"Reviewed in the United States on April 22, 2021",true,1.0 out of 5 stars,Didn't dissolve so it wasn't working. I've had 2 passings of 6mm stones since taking these. Thought this was supposed to make the stones smaller. Not!,,
undefined,chanca_piedra_naturalisimolife,john,1.0 out of 5 stars,"Reviewed in the United States on April 11, 2021",true,1.0 out of 5 stars,I bought this product because it had great reviews about getting rid of stones . I was just hoping it would decrease the size of my 12 mm stone in my kidney so I can pass it normally  and  not have  to get a procedure done to remove . Unfortunately my stone is still 12 mm three months later and surgery is in two weeks .,2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Patrick,1.0 out of 5 stars,"Reviewed in the United States on March 4, 2021",true,1.0 out of 5 stars,"I took this product as directed for 6 months.  At the beginning of the 6 months, my stone was 4 mm.  Not only did my stone not pass, at the end of the 6 months it had grown to 9x7 mm and required ESWL.",2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Teresa M.,1.0 out of 5 stars,"Reviewed in the United States on September 26, 2020",true,1.0 out of 5 stars,My kidney stone is a 5.5mm I have taken this whole bottle and nothing.  In a lot of pain!!!,2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Caiya D.,1.0 out of 5 stars,"Reviewed in the United States on September 18, 2020",true,1.0 out of 5 stars,"This is a highly effective product, but be careful of prolonged use.  It's so effective that after daily use, it began to break down the stability of my teeth!  Evidently, it's not for prolonged use.  I suggest temporary, brief & not prolonged use.  When they say ""stone breaker,"", they mean it.",32 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Amazon Customer,1.0 out of 5 stars,"Reviewed in the United States on August 17, 2020",true,1.0 out of 5 stars,Tried after diagnosed with stone a few months ago.  Passed a 5mm stone this week.  Pain. No help for me.,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,Colin,1.0 out of 5 stars,"Reviewed in the United States on August 7, 2020",true,1.0 out of 5 stars,"I bought this based on the ratings, but found that it was totally ineffective for me. Everyone's body chemistry is a little different, but my understanding is that this is a diuretic and doesn't actually break up the stones, but instead just helps flush them out.I wouldn't buy it again as I'd be wasting my money. YMMV",One person found this helpful,
undefined,chanca_piedra_naturalisimolife,Troglodyte,1.0 out of 5 stars,"Reviewed in the United States on July 25, 2020",false,1.0 out of 5 stars,I'd like to try it but the photo quality of the ingredients list is too poor to read so I'm trusting and paying more for the ""Stone Relief"".,,
undefined,chanca_piedra_naturalisimolife,David,1.0 out of 5 stars,"Reviewed in the United States on March 26, 2020",true,1.0 out of 5 stars,I decided to take these to help break up kidney stones. One day I noticed one floating in the toilet after using the bathroom. It was completely whole and had not dissolved one bit. Perhaps the herb does work but I wouldn't know because it never got into my system. Total waste of money.,2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,KidKrane,1.0 out of 5 stars,"Reviewed in the United States on March 14, 2020",true,1.0 out of 5 stars,At first I thought this had worked but after another CT Scan the kidney stone was still there after 8 months.  None of the home remedies I've tried work.  The stone size was normal at around 4mm.  I had to have it surgically removed. Don't waste your money.,2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Lance,1.0 out of 5 stars,"Reviewed in the United States on March 12, 2020",true,1.0 out of 5 stars,Very disappointing. Had high hopes for chanca piedra after reading many reviews. My supply has officially run out and still have not passed any stones. Back to the drawing board i go...,2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Cecil E Bonebright,1.0 out of 5 stars,"Reviewed in the United States on January 7, 2020",true,1.0 out of 5 stars,"JUNK. Just saw my Urologist and after taking this for a year, my stone was LARGER and now needs to be surgically  removed. Don't waste your money.",5 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Amazon Customer,1.0 out of 5 stars,"Reviewed in the United States on December 29, 2019",true,1.0 out of 5 stars,It did not help at all,,
undefined,chanca_piedra_naturalisimolife,Tim Weaver,1.0 out of 5 stars,"Reviewed in the United States on November 30, 2019",true,1.0 out of 5 stars,"This stuff DOES NOT WORK to dissolve kidnet stones!!!!.....period. took it for three months as directed on packaging.  Saw my urologist with xrays and low and behold......there still there and the same size. Urologist told me nothing dissolves kidney stones. I repeat, nothing dissolves kidney stones.",5 people found this helpful,
undefined,chanca_piedra_naturalisimolife,D. K Syron,1.0 out of 5 stars,"Reviewed in the United States on October 16, 2019",true,1.0 out of 5 stars,"March 2019, I was diagnosed with a large kidney stone (22mm) by a CT scan.I took Chanca Piedra for 7 months, 3 pills a day.October 2019, 2nd CT Scan.  No reduction in size.  No effect at all.Oh well, it was a hopeful experiment.My diet was low in oxalates. Plenty of water daily.Time to give up this herb.",19 people found this helpful,
undefined,chanca_piedra_naturalisimolife,HoosierMama72,1.0 out of 5 stars,"Reviewed in the United States on October 14, 2019",true,1.0 out of 5 stars,"I am a 47yo female with smoldering myeloma. This was my 10th kidney stone, so I am literally willing to try anything. This did not help me pass my stone. It gave me terrible terrible diarrhea which only made my discomfort worse. I finally passed #10 the next day after returning this product. Unfortunately dropped #11 the following day and had to go to the ER. Had a full blown kidney infection with blood, protein and casts in my urine. I wouldn’t wish this agony on satan himself.",10 people found this helpful,
undefined,chanca_piedra_naturalisimolife,A. Vatr,1.0 out of 5 stars,"Reviewed in the United States on October 3, 2019",true,1.0 out of 5 stars,"Took it for over a mont,h as directed, did not help me one bit,I have 3 mm stone, just did CT again,it is in the same spot. Sorry can not relate to any reviews, can not recommend the product. Was a waste of $ for me...",8 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Junie,1.0 out of 5 stars,"Reviewed in the United States on September 18, 2019",true,1.0 out of 5 stars,"I took one and it was working, but when I took the 3 a day like the bottle suggested, it instigated my Pancreatitis. I was done for a week and still have the stones. I'm afraid to take supplements after that!",5 people found this helpful,
undefined,chanca_piedra_naturalisimolife,GA-daddy,1.0 out of 5 stars,"Reviewed in the United States on September 8, 2019",true,1.0 out of 5 stars,They did not work for me and this was my third stone... 😢,One person found this helpful,
undefined,chanca_piedra_naturalisimolife,James,1.0 out of 5 stars,"Reviewed in the United States on July 13, 2019",true,1.0 out of 5 stars,This product gave me diarrhea. I do not know if it helped for kidney stones,5 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Sleag,1.0 out of 5 stars,"Reviewed in the United States on June 17, 2019",true,1.0 out of 5 stars,I bought it to help dissolve a kidney stone.  It did absolutely nothing to dissolve it.  Probably drinking lemon water is cheaper and more effective.  Save your money.,3 people found this helpful,
undefined,chanca_piedra_naturalisimolife,m c,1.0 out of 5 stars,"Reviewed in the United States on March 15, 2019",true,1.0 out of 5 stars,"( husband review). I had my first kidney stone last year. It wouldn't pass on its own and the pain was unbearable so I underwent outpatient surgery to remove it, ending up with a stent for a week afterwards - very uncomfortable. When my doctor found 2 kidney stones in my other kidney 8 months later I started researching alternate treatments, and found Chanca Piedra. Given all the glowing reviews, I bought some. My Doctor had me scheduled for outpatient sonic wave procedure to break up my stones so they could pass on their own. I took Chanca tablets 3 times per day for the two weeks prior to the outpatient procedure, and I was sure based on the reviews that they would work. They didn't. They had zero affect on my stones. While in for the sonic procedure, I looked at the live X-ray before going under and saw two, whole, hard as rock stones in my kidney. Chanca did nothing. I wasn't expecting the stones to be gone, but I was expecting to see some evidence of breakup. Nothing. Waste of time and money. Makes me wonder who wrote all the glowing reviews.",60 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Amazon Customer,1.0 out of 5 stars,"Reviewed in the United States on February 25, 2019",true,1.0 out of 5 stars,"I have been taking this product 3 times a day for about a month. I just has a visit with my doctor and found my stones had grown. I am still taking them, but my doctor says that it will not work.",2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Bisher,1.0 out of 5 stars,"Reviewed in the United States on February 25, 2019",true,1.0 out of 5 stars,"Nothing changed, the stone still there",2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,JB,1.0 out of 5 stars,"Reviewed in the United States on February 19, 2019",true,1.0 out of 5 stars,Been taking this kind of product for two months. Just had Cat scan stones still in same place and growing. How much time does this take? Have had six procedures to no help yet! Will update if they dissolve or pass. 2/20/19 Update still no stones moving still growing. Will update further upon any changes.3/1/19 still no change pain increasing.,30 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Myles H.,1.0 out of 5 stars,"Reviewed in the United States on February 13, 2019",true,1.0 out of 5 stars,"33 with 7 kidney stones to date. This pill didn't do anything and my doctors just shook their head when i mentioned it. Does not digest well. Check your stool for floating yellowish white balls, it is the pill!",16 people found this helpful,
undefined,chanca_piedra_naturalisimolife,jfd,1.0 out of 5 stars,"Reviewed in the United States on January 16, 2019",true,1.0 out of 5 stars,"I had stones in my left kidney per Urologist's ultrasound three months ago. I took the 120 tablets of chanca piedra 3x/day along with Chanca Piedra Tea. Today I had my follow-up ultrasound with the Urologist. Results: NO CHANGE from last ultrasound. Another stone blasting scheduled to remove the stones. So, this stuff may work for some, but it did nothing for me (unfortunately).  >",14 people found this helpful,
undefined,chanca_piedra_naturalisimolife,John M.,1.0 out of 5 stars,"Reviewed in the United States on January 13, 2019",true,1.0 out of 5 stars,"Didn't work, still have stones.",2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Gary S.,1.0 out of 5 stars,"Reviewed in the United States on January 8, 2019",true,1.0 out of 5 stars,"I had hoped that this would have worked to break up my kidney stones, but  it didn't do anything.",One person found this helpful,
undefined,chanca_piedra_naturalisimolife,jon,1.0 out of 5 stars,"Reviewed in the United States on December 28, 2018",true,1.0 out of 5 stars,"I have had stones 5 times in my life, and i didn't want to go see a dr for them again.  I tried these along with some other supplements sold here and they did absolutely nothing to help the passage of my stone.  Worthless all  the way around ,  they might as well be telling snake oil here.  The only thing that helped was real medicine and a proper visit to a Dr.",3 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Richard D. King,1.0 out of 5 stars,"Reviewed in the United States on December 20, 2018",true,1.0 out of 5 stars,"I am not saying this product does not work. There are hundreds of testimonies saying it does. I was hoping to dissolve a 12mm stone lodged in my kidney and is still there after a failed Lipotripsy.It did play havoc with my INR. It just dropped it to zero within a week. It is a concentrated plant product which no doubt contains vitamin K. I give it one star so people read the warning. (I go right to the negative reviews.) I wish there were more info with this product. It may have shrunk it, I will not know without an xray or ultra sound.Be prepared to pee alot! Also on the upside if you are a man, it may give you morning wood. So there is that!",6 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Fork,1.0 out of 5 stars,"Reviewed in the United States on December 7, 2018",true,1.0 out of 5 stars,"According to WebMD listing of Chanca Piedra, clinical tests have shown no reduction in frequency or size in kidney stones. Maybe the reason you hadn't heard about the miracle herb that cures kidney stones is that it hasn't been found yet. This isn't it, despite how much people may love it. Amazon and others make billions a year selling supplements, but there's no requirement that they show any ability to achieve the intended result.",34 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Amazon Customer,1.0 out of 5 stars,"Reviewed in the United States on November 18, 2018",true,1.0 out of 5 stars,Does not work as stated. Have been taking for 1 month no improvement on kidney stones,7 people found this helpful,
undefined,chanca_piedra_naturalisimolife,❤️🇺🇸❤️,1.0 out of 5 stars,"Reviewed in the United States on September 24, 2018",true,1.0 out of 5 stars,This didn't work for me.  Definitely didn't make the pain go away or even lessen the pain.  I ended up in the emergency room three times.  The kidney stone had to be surgically removed.,13 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Thomas Madden,1.0 out of 5 stars,"Reviewed in the United States on September 10, 2018",true,1.0 out of 5 stars,I'M DISAPPOINTED !  DID NOT HELP BREAK-UP STONES IN MY KIDNEYS !  CAN I GET A REFUND ?  TGM,9 people found this helpful,
undefined,chanca_piedra_naturalisimolife,melanie dixon,1.0 out of 5 stars,"Reviewed in the United States on July 13, 2018",true,1.0 out of 5 stars,didnt help my stone what so ever,3 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Wayne Adams,1.0 out of 5 stars,"Reviewed in the United States on July 9, 2018",true,1.0 out of 5 stars,"Worthless product. I took it three times a day for four months and not only did my kidneys stones NOT shrink, but on grew 30% larger, and an other stone grew in my other kidney where that had been none. The claims are nothing but hype!",5 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Mr Mayb,1.0 out of 5 stars,"Reviewed in the United States on May 9, 2018",true,1.0 out of 5 stars,"I put my kidney stone in a water bottle mixed with 2 oz of water and put in two tablets of Stone Breaker for 48 hours. Stone remained unchanged.BTW, apple cider vinegar had same results.I dont think anything disolves stones.",4 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Devon,1.0 out of 5 stars,"Reviewed in the United States on August 24, 2017",true,1.0 out of 5 stars,I'm normally very doubtful of products like this but I get kidney stones often and they like to hang around so it was worth a shot. After 2 weeks of taking this 3 times a day i have had no results. I would recommend against using this.,5 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Leyda Rosales,1.0 out of 5 stars,"Reviewed in the United States on June 5, 2017",true,1.0 out of 5 stars,I bought this product for my mom because she has a small kidney stone and this product do not work at all. She is still suffering for pain and the kidney stone it's still there causing pain and infection. This product doesn't break or dissolve kidney stones.,7 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Tony T.,1.0 out of 5 stars,"Reviewed in the United States on June 1, 2017",true,1.0 out of 5 stars,"x-ray showed i have kidney stones on both sides and pain from my kidney goes to my lower back,  i have been taking chanca piedra for the past 10 days, it has not helped me with the pain  or passing any stones at all,  i will update if i see any improvement, i doubt it.update June 21no improvement whatsoever, people who give  5 stars here and just say this product is excellent or great in my opinion either they get it for free to advertise or work for the company.",10 people found this helpful,
undefined,chanca_piedra_naturalisimolife,ken hurt,2.0 out of 5 stars,"Reviewed in the United States on June 4, 2024",true,2.0 out of 5 stars,"After buying 2 bottles of this junk and feeling no relief, I did my research and bought a 5$ bottle of ACV and had instant Stone disintegration relief.",One person found this helpful,
undefined,chanca_piedra_naturalisimolife,XavierX2,2.0 out of 5 stars,"Reviewed in the United States on April 3, 2024",true,2.0 out of 5 stars,"So far no improvement  - I will re-write the review, if I pass even one stone",,
undefined,chanca_piedra_naturalisimolife,RW,2.0 out of 5 stars,"Reviewed in the United States on June 17, 2023",true,2.0 out of 5 stars,"I have been taking 1 pill a day for two months, and it did not remove two small kidney stones. I increased the dosage to the recommended 3 pills a day, and will see in 30 days. The vendor offers to refund your money if it does not work, so it may be worth a try. Remember to drink 2 liters of water a day as well. I have no ill effects.",2 people found this helpful,
undefined,chanca_piedra_naturalisimolife,Heather L,2.0 out of 5 stars,"Reviewed in the United States on March 8, 2022",true,2.0 out of 5 stars,This review is for Peruvian Chanca Piedra  by Naturalism life.Rarely do I give 1 star reviews.  But I had to be honest and give this product  1 star due  to my body's reaction to it.I took it as directed andUnfortunately this  chanca piedra product caused me terrible stomach cramps and diarrhea.I took it on different days and each time it effected me.I stopped taking it yesterday and the diarrhea ceased though stomach is still irritated and having mild discomfort.It is  a shame as I was hoping  this product would help rid my  kidney stone but it caused me side effects badly  enough for me  to discontinue taking it. And so I will have to find something else and continue drinking water to flush it out.  I will put some lemon juice in my water as I hear that may help.It looks like some people can tolerate chanca piedra  and not have gastric upsets but others like myself are sensitive to it.I would caution anyone trying this for the first time to stay close to home and a bathroom  just in case it effects you in the same way as it did me.You certainly do not want to be at work or out on a date or out driving or out  shopping and you get hit with stomach cramps and in urgent need of a bathroom.  That would be rough.You maybe lucky and it'll be fine and it could may even help your kidney stone situation. Who knows. But I  say... take at your own risk.You've been cautioned.,2 people found this helpful,
