product,productName,reviewerName,title,date,verifiedPurchase,stars,text,helpful,size
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Pete/Piet Delaney,2.0 out of 5 stars,"Reviewed in the United States on September 26, 2018",true,2.0 out of 5 stars,"I just lost what I was typing (Thanks Amazon!).Summary I've been passing a 9mm by 6mm stone for 6 months.Only had an hour or two of pain for a few days.Many things may have helped:1. Chance Piedra may have minimize pain when stone was moving.2. Potasium and Magnesium Citrate may have help disolve chanels into the stone making it less painful and smaller.3. Malic Acid (Ice Breakers Sours) may have also help dissolve the stone.4. Walking 10k steps per day may have helped push stone down via step impulses,5. Alpha Blocker (Tamsulosin 0.4mg/day) may have help dilate ureters to help movement.Urologist said it wouldn't pass, My Kaiser GP and Internal medicine doc were fine with trying thisnatural approach. Chinese doc (Frank He Cares) stall recommended the Maltic acid. For this problemI found it helpful to pick up a used Urology book on Amazon/Ebay; it's good to be informed.Feel free to contact me at piet.delaney.2@gmail.com",16 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Lacey R.,5.0 out of 5 stars,"Reviewed in the United States on March 19, 2018",true,5.0 out of 5 stars,"I bought this potassium to help with pain and prevention of kidney stones since i started getting them a year ago. After using only 1/16 of a teaspoon amount for 5 days, my kidneys no longer ache. Awesome product. I just mix it a big mason jar once a day, I drink three more mason jars of plain water throughout the day after",3 people found this helpful,Size: 1.1 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Roy F. Johnson,5.0 out of 5 stars,"Reviewed in the United States on March 9, 2018",true,5.0 out of 5 stars,The citrate was in a nice form between crystalline (like sugar) and powder (like flour).  Easy to use and weigh out.  I dissolve it in distilled water.  I am using it to replace expensive pills to counteract kidney stones.  Our doctor has approved the replacement. The pills were large.  The doctor's nurse said that using dissolved citrate might be easier on the stomach.,3 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Barney,4.0 out of 5 stars,"Reviewed in the United States on November 2, 2017",true,4.0 out of 5 stars,"I ordered it as a supplemental source of potassium. I did not want pills, as they always contain excipient ingredients. Unlike lite salt (which also contains potassium) this is a bulk product that contains no sodium. Great!Also, its citrate has two side side benefits:1) Citrate intake helps to prevent the most common type of kidney stone.2) Citrates inhibit an enzyme that supports one stage of glycolysis, making them useful in reduction of high blood sugar levels.My visual inspection of the powder I received showed no clumping. That testifies to the thorough sealing and air tightness of its packaging, because potassium citrate is very hygroscopic. I looked for obvious contamination, but saw no foreign matter in it. And it dissolved readily in filtered tap water.Potassium citrate formula : C6H5K3O7So there are 3 atoms of K per molecule of potassium citrate.Thus, potassium citrate is comprised of (3×39) / 306 = 38% potassium (K)With my AWS model AC-100 100 gram digital scale I measured a ¼ US cup volume of Bulk Supplements Potassium Citrate granules to be 63 grams. Since ¼ US cup = 12 US tsp, and the USA adult DV of K is 4700 mg, we have for this supplement :½ tsp = 2625 mg C6H5K3O7; 998 mg K; 21% DV1 tsp = 5250 mg C6H5K3O7; 1995 mg K; 42% DV2 tsp = 10,500 mg C6H5K3O7; 3990 mg K; 85% DV3 ¼ tsp = 17,053 mg C6H5K3O7; 6480 mg K; 138% DVSo the 275 mg serving ( which is only 0.05 tsp ) labeled on this powder's Supplement Facts is insignificantly small. That dose provides only 2% USA adult DV, which is incorrectly labeled as a 3% DV for K. The next richest supplementary source of K ( to this citrate powder ) is Morton Lite Salt, but 2 US tsp of it would be required daily in order to get 80% DV of K, and that would mean an intake of 96% of the sodium DV.TIPSIn general, American adults are recommended to get at least 4,700 mg (100% DV) of potassium daily, while limiting daily sodium to 1,500 mg.  But most Americans are not meeting either goal. See the two USDA reports: 'Potassium Intake of the U.S. Population' and 'Sodium Intake of the U.S. Population'. Perhaps the U.S. National Library of Medicine has set the potassium DV absurdly high? The Austrailian Ministry of Health has set their adult men's DV at 81% as high as the USA's, and their adult women's DV is only 60% as high as the USA's.The richest dietary source of potassium (K) is not a banana, but chard. However, it is extremely high in oxalate. A baked potato (with skin), is richer in K than a banana, but one would have to consume five of them per day in order to obtain 100% of the USA adult DV of K !Extended release potassium citrate tablets are prescribed as a long term therapy for treating calcium oxalate kidney stones. The daily intake of those tablets totals 6400 mg as four equally spaced doses. These patients are also advised to restrict their dietary oxalate intake, while increasing their intake of water.CAUTIONThere is a purity issue with this Chinese product. Bulk Supplements did not provide a certificate of analysis with the package. That should be a document prepared by an independent 3rd party. Had they provided an acceptable report I would've given this product a 5-star rating.",63 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Salamy,5.0 out of 5 stars,"Reviewed in the United States on October 5, 2017",true,5.0 out of 5 stars,I bought the Potassium Citrate to remove a kidney stone. I have not done an ultra sound yet but I can tell the powder is acting well as the pain disappeared after I started taking the product. I trust this product from BulkSupplements.,2 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Joseph Martin,5.0 out of 5 stars,"Reviewed in the United States on May 24, 2017",true,5.0 out of 5 stars,After the 10mm Kidney Stone was removed. My deficiency was affecting my health the Doctor suggested I either drink a tons of Citric drink (which would have killed my stomach) or start taking Potassium Citrate I started on the prescription about 2 years ago. After my first year I decided that the pill was just too much. Come to find out I was supposed to take two of them. I quickly stopped that and moved to powdered supplements.  in many ways. Now I take 1/4 tsp of the potassium citrate which I bought from BulkSupplements. Let me tell you some of the things I have tried to make it go down better.  small amount of water .. bleh small amount of Soda ...bleh a can of soda .. bleh Lemon & Water .. bleh Truvia & Water... not so blehI've come to figure out that no matter what if i do not want the worst pain in my life i'll just deal with the taste.  I feel great now. My leg cramps have stopped. I sleep better.,22 people found this helpful,Size: 8.8 Ounce (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Sidney,5.0 out of 5 stars,"Reviewed in the United States on May 21, 2017",true,5.0 out of 5 stars,"I purchased the potassium citrate powder and am very pleased with the product. I was taking two very expensive 1650 mg tablets a day for kidney stones. The price for these tablets kept increasing to the point I needed an alternative. Also the pills were very large and hard to swallow. I look forward to weighing out this powder and my doctor is following my potassium levels to keep me on track. Very nicely packaged, as well.",2 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Vanessa Li,5.0 out of 5 stars,"Reviewed in the United States on March 23, 2017",true,5.0 out of 5 stars,I have hypokalemia and need to take potassium supplement daily. I started to get kidney stones since I started to take the prescribed one. Then I was told to take potassium citrate and I tried this powder one. It has been working for me. Hopefully no more kidney stones.,One person found this helpful,Size: 8.8 Ounce (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Jocegrace,5.0 out of 5 stars,"Reviewed in the United States on March 14, 2017",true,5.0 out of 5 stars,"My urologist prescribed Potassium Citrate pills as a way to reduce the number of kidney stones my body produces. But that Rx is really expensive. I found this power on line and told my doctor that I was going to try it. Instead of taking  two 1080 mg pills twice a day, I mix a tsp of this in a glass of water and drink it twice each day (after breakfast and dinner). My labs look great, with my potassium levels the same as when I took the costly pills. Some people hate the taste of the drink, but I quickly grew to like it. Now I take pills only when I travel (for convenience), but I'm saving 90% of what I used to spend by switching to this supplement.",9 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,gary assassin,4.0 out of 5 stars,"Reviewed in the United States on March 1, 2017",true,4.0 out of 5 stars,"I keep getting bladder stones, and I know potassium citrate can prevent their formation. I'd rather it be in power form than the capsules so I can control exactly how much I want to take, such as in a large bottle of water to drink throughout the day. Good deal.",,Size: 1.1 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Amazon Customer,4.0 out of 5 stars,"Reviewed in the United States on February 7, 2017",true,4.0 out of 5 stars,"I took this for a kidney stone and it went away in about 2 weeks. Plan on taking 1/4 tsp per day for prevention. The priceis about the lowest on Amazon. If it were in a bottle instead of a bag, I would give it 5 stars.",6 people found this helpful,Size: 1.1 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Linda M,5.0 out of 5 stars,"Reviewed in the United States on January 12, 2017",true,5.0 out of 5 stars,"Great price, no additives, use it for preventing kidney stones in my small dog. I love this company never any problems. I've purchased from them for at least 5yrs.👍",One person found this helpful,Size: 1.1 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,James,5.0 out of 5 stars,"Reviewed in the United States on September 19, 2016",true,5.0 out of 5 stars,"This is the best way to buy bulk supplements. I take 1 teaspoon per day along with a maintenance medication to control kidney stones. Very Pleased with this product. Great price, good packaging, prompt shipping.",,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Bluedemon,4.0 out of 5 stars,"Reviewed in the United States on August 9, 2016",true,4.0 out of 5 stars,"Have been taking for three days for kidney stones and blood pressure.  Feel the kidney stones moving and has reduced my blood pressure.  Only suggestion would be to give dosage conversion into 1/8, 1/4, 1/2 teaspoon, etc.  Was able to determine dosage with no problem.  Will give update in a couple weeks on stones and blood pressure.  Like that is has no additives.",5 people found this helpful,Size: 8.8 Ounce (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,No,5.0 out of 5 stars,"Reviewed in the United States on July 15, 2016",true,5.0 out of 5 stars,This product helps prevent kidney stones when on a low-carb diet. Thank goodness! I went keto a few weeks ago and would NOT want to suffer one of those.,2 people found this helpful,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,KB,5.0 out of 5 stars,"Reviewed in the United States on May 29, 2016",true,5.0 out of 5 stars,Using to replace potassium citrate from the pharmacy to treat/prevent kidney stones.  Have been taking for a few months now and no stone recurrence to date plus MUCH cheaper than prescribed potassium citrate crystals or pills. Tastes bad so mixing with mostly water and a little orange juice for flavoring.,4 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,STPAL,5.0 out of 5 stars,"Reviewed in the United States on February 19, 2016",true,5.0 out of 5 stars,"Bought this to supplement potassium in our diets. My wife has started getting kidney stones likely due to a highly acidic diet, so we take this to increase alkaline as well. It tastes like thick water when mixed with water, but I haven't tried it with anything else. It would likely taste better with something like Gatorade or Propel to make it less noticeable. I've only used it for a few days now and already it has reduced my heartburn noticeably. I'm sure it'll be a different experience for everyone, but I feel that it's a pretty good bang-for-buck.",9 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Shane T. Stevenson,5.0 out of 5 stars,"Reviewed in the United States on February 8, 2016",true,5.0 out of 5 stars,I have started taking this to help eliminate my kidney stones. I take it with magnesium  citrate as well. So far so good. Will post an update if things change.,One person found this helpful,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,LollyGirl,5.0 out of 5 stars,"Reviewed in the United States on January 25, 2016",false,5.0 out of 5 stars,"I have been very pleased with the quality and affordability of the products from Bulk Supplements. Their shipping times are always fast, their packaging clean and efficient.  It's nice to be able to afford quality supplements at a fraction of the cost in the health food stores.  I am very pleased with this Potassium Citrate. It is a wonderful supplement to aid in the prevention and treatment of kidney stones. It does this by alkalinizing the body's urine. It can be used on people and their pets as well. :) You can mix it with water or juice or put it in capsules.  Buy with confidence.",,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Mikethevike,5.0 out of 5 stars,"Reviewed in the United States on November 11, 2015",true,5.0 out of 5 stars,"Great substitute for Urocit-K which is outrageously priced.  This 1 Kg bag contains exactly the same product as the pills and is the equivalent of 1,000 10-mEq pills which would cost $1,500 at a discount drug store!!Pretty easy to figure out dosing with a letter scale a tsp measure. If you need to take Potassium Citrate daily (20-40 mEq per day) to reduce kidney stones this can save you $2,000 per year.  Thank you BulkSupplements.  We love the savings.",3 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on October 31, 2015",true,5.0 out of 5 stars,"This is a great source for pure potassium citrate - exactly what I wanted because I'm not getting enough potassium and terrified of kidney stones. It comes in a thin white powder that dissolves very easily.I'm only bothered by two things - the zip seal of the packaging is a little difficult to seal, and sometimes I end up with white powder over the counter. Another is that it is metallic-tasting (totally awful, I don't know how other reviewers are saying it's fine) and has an aftertaste as well. I followed the advice of another reviewer and put lemon juice and stevia in, which actually masked the taste completely.Overall I'm very happy with this. It's way cheaper than buying potassium pills from the pharmacy or sprinkling (expensive) salt alternative on everything.",2 people found this helpful,Size: 8.8 Ounce (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,areyou4real,4.0 out of 5 stars,"Reviewed in the United States on October 1, 2015",true,4.0 out of 5 stars,"I take a total of 1/2 tsp (~3000 mg) per day dissolved in water to aid in the prevention of kidney stones. This works out to ~28 mEq/day at a total cost of $0.12/day. Price certainly beats prescription potassium citrate (Urocit-K), which is in on the order of $1.00-1.50 per 10 mEq pill. Have no way to test potency or purity, so hopefully the supplier can be trusted.In patients with severe hypocitraturia (low amount of citrates in the urine, a risk factor for the most common type of kidney stones), the starting dose of Urocit-K is 60 mEq /day (30 mEq two times/day or 20 mEq three times/day). For mild to moderate hypocitraturia the starting dose is 30 mEq/day (15 mEq two times/day or 10 mEq three times/day).",2 people found this helpful,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,robbo,5.0 out of 5 stars,"Reviewed in the United States on September 10, 2015",false,5.0 out of 5 stars,I have recently added this to magnesium citrate (same supplier) to help prevent kidney stones (which I have had). After a lot of research on this subject I found the most useful item to be an abstract on a gov. site from an article in the 12/97 issue of the Journal of Urology. In a 3yr. study the group given potassium-magnesium citrate showed that it reduced the risk of calcium oxalate stone formation by 85% compared to the placebo group.The potassium citrate powder from BulkSupplements comes well packaged in a resealable pouch. The powder has no taste and a pinch (about 250 mg) dissolves completely in a glass of water. I usually squeeze half a lime to it for extra citric acid.,3 people found this helpful,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,RodLangway,4.0 out of 5 stars,"Reviewed in the United States on July 21, 2015",true,4.0 out of 5 stars,"Quick delivery and well packaged.  I decided to try it since my daily potassium intake rarely ever approaches the daily recommended allowance.  I enjoy sweet potatoes and bananas, but you have to eat a lot to make it anywhere close 2500 mg or more.  I also wanted to try to this product as prophylactic measure against kidney stones and gout.  I have three members in my immediate family who have had gout attacks and I was unfortunate enough to have one attack over a year ago after three straight weekends of barbecue, beer, and shellfish.  The attack only lasted a week and I haven't had one since, but I do not ever want to experience one again.  Now this is internet science, so take it for what it's worth, but I've read that potassium citrate helps dissolve both uric acid and calcium oxalate so that it is excreted through the urine as opposed to ending up in your bloodstream and settling in your joints and/or forming accretions in your bladder/ureter/kidneys.  I haven't conferred with any physicians to get their two cents on the issue, but I'm hoping that by adding a small amount of this product to my diet, I won't need to see any doctors to treat or diagnose either ailment in the first place.  Speaking of dosages, the package contains a very large amount of concentrated potassium citrate, so heed the other reviewers' warnings to avoid any adverse effects.",7 people found this helpful,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Fitzroy Ferguson,4.0 out of 5 stars,"Reviewed in the United States on July 20, 2015",true,4.0 out of 5 stars,"Usually have this in the liquid form but couldn't get it so I decided to try the powder and see how it works. I was told by my doctor to use this to help with my kidney stones. I have used it and my son who also has kidney stones used it and he recently passed one of his stones. He, like myself have one concern and it is that you feel some what dizzy (not sure if it is really dizzy or just a bit nauseating) after use. However, I still use it and take just a teaspoon with water or juice a day.",7 people found this helpful,Size: 8.8 Ounce (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Robin Rustad,5.0 out of 5 stars,"Reviewed in the United States on July 3, 2015",true,5.0 out of 5 stars,"Our vet suggested potassium citrate for one of our dogs who tends to form calcium oxalate stones, due in part to acidic urine. While taking potassium citrate her urine pH is now slightly alkaline, as we had hoped. Moreover, this brand is not only affordable it is also high quality and palatable for our dog. Really glad that this product is available through Amazon.com.",One person found this helpful,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,C. L. Bray,5.0 out of 5 stars,"Reviewed in the United States on June 23, 2015",false,5.0 out of 5 stars,"I ordered this supplement for my wife to help prevent kidney stones. At first I accidently ordered Magnesium Citrate, and tried to contact Bulk  Supplements before it shipped to make the correction. I wasn't sure my e-mail got there in time but when I received the product the change had been made. Before trying the product, I read many of the reviews, purchased a scale, and calculated the weight that would correspond to the Rx her doctor had written. So far, it's been great. It dissolves easily and has very little taste, which has been good for my wife as she has a high sensitivity to tastes. We mix it with orange juice, and then she washes it all down with extra water. She has a test in two weeks to find out how it has affected her urine alkalinity, and if it has worked the way we want, it will mean a great savings over the cost of the prescription.",,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Evelyn A. Yaeger,4.0 out of 5 stars,"Reviewed in the United States on June 4, 2015",true,4.0 out of 5 stars,I give this to my Yorkie to help prevent kidney stones. He has an allergic reaction to most fillers so I love the fact that this is a pure supplement.,One person found this helpful,Size: 8.8 Ounce (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Josh,5.0 out of 5 stars,"Reviewed in the United States on June 2, 2015",true,5.0 out of 5 stars,"I bought this in order to prevent further kidney stones (ive had 5), and as far as i know, the only drug prescribed for the prevention of calcium oxalate stones is Uricet-K. Uricet-K is nothing more than good old potassium citrate. Its prescribed in ""meq""s, and i did the conversion math and now take enough potassium citrate to equal a moderate dose of Uricet-K (it is appx 1 &1/2 tablespoons of potassium citrate; i forgot the meq's). I know this: after a week of taking it, my urine ph went from 4 to 7. Calcium oxalate stones only form in low ph urine, so this is bound to help. Hope it is sufficient to prevent another stone!",6 people found this helpful,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Knowledge,5.0 out of 5 stars,"Reviewed in the United States on April 7, 2015",true,5.0 out of 5 stars,Perfect! Pure source and as described. This will go a long way to helping me get more Potassium in my diet and to also prevent kidney stones. I trust BulkSupplements as they provide the best supplements for a diet that money can buy at a great value and offer a good alternative to vitamin shops.,,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Jasmine,5.0 out of 5 stars,"Reviewed in the United States on March 16, 2015",true,5.0 out of 5 stars,My husband was prescribed some VERY expensive potassium citrate prescription tablets for use in prevention of bladder stones.  We bought this product instead for a fraction of the price.  My husband has been using this product for the past 6 months and his urinary citrate is right in the range his doctor wants.,4 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Steven Jong,5.0 out of 5 stars,"Reviewed in the United States on March 5, 2015",true,5.0 out of 5 stars,"Let me preface this by saying that I was asked nicely by BulkSupplements to provide a review for their product.I recently decided to replace my breakfast and lunch meals with a DIY soylent mix. I'm using Potassium Citrate in my mix for my potassium needs and it's benefits in regards to kidney stones. A friend of mine suggested purchasing from BulkSupplements and I'm extremely satisfied with my purchase. Prices are extremely favorable and the pouch like packaging is preferred. Too many of the supplements I've been purchasing are coming in bottles and that's just unnecessary room that it's taking up. Because I've only recently started using it, I can't say for sure how good it's effectiveness is so far but I can say that there haven't been any adverse effects which is always a plus.I look forward to purchasing from BulkSupplements in future for my supplemental needs.",2 people found this helpful,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,cmk,5.0 out of 5 stars,"Reviewed in the United States on December 31, 2014",false,5.0 out of 5 stars,I used it in a Soylent DIY recipe. I have been searching for some thing like this for quite a while and Bulk suppliments is a Boon for me.I also got a History of Kidney Stones and it helps a Lot to use Pottacium Citrate in place of Calcium Citrate.I love all the Bulk Suppliment Products cant wait to get thier Ginko Biloba and Hoodia Gordonii Powder.,,Size: 8.8 Ounce (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Keith Richard Evans,5.0 out of 5 stars,"Reviewed in the United States on December 28, 2014",true,5.0 out of 5 stars,My doctor prescribed potassium citrate pills to reduce the likelihood of returning kidney stones. I have a PhD in chemistry and understand that this is a pretty simple and common compound. So I was blown away by having to pay over $200 per month for the rest of my life. Until I googled this badboy and found Bulk Supplements. It has saved me thousands of dollars and my kidneys are happy too!,37 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,DanielH,5.0 out of 5 stars,"Reviewed in the United States on December 25, 2014",true,5.0 out of 5 stars,"Highly satisfied with this- it dissolves instantly in water.  I've got a specific kidney stone disease that requires me to drink excess water (a couple gallons a day) and to take the citrate form of Potassium to help them not form.  In the amounts i have to use, i still can't taste much of a taste in the water.  (i don't mix it in with any food or anything, but you easily could).  Suggestions- this is a highly hygroscopic substance-  if you leave the bag open, it will suck humidity out of the air and begin to solidify- so be sure to keep it sealed in the original sturdy bag or another similar VERY airtight bag.",19 people found this helpful,Size: 8.8 Ounce (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,frank hurst,5.0 out of 5 stars,"Reviewed in the United States on November 25, 2014",true,5.0 out of 5 stars,"270 Tables at the drug store cost me $270 for 30 day supply, NOW at Amazon I can purchase bulk pure potassium power for a fraction of the cost or a whole year's supply for less than $270. Took the packet to my Doctor, he read the information, then he said go for it. Been on it ever since. With my Doctor's supervision, I am on 10,000 miligrams per day and have been for years. It is the only way I can maintain a healthy level of pH to prevent kidney stone formation. Be sure to consult with your Doctor before taking any OTC supplement in large quantities.",2 people found this helpful,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Rick Grunwald,5.0 out of 5 stars,"Reviewed in the United States on October 3, 2014",true,5.0 out of 5 stars,"This is an awesome, pure for of potassium citrate. I will be buying it again. My wife had kidney stones and the price for the maintenance  pills is obscene. This is an easy and inexpensive way to get the same dosage. FIgure out the MEQs you need and change that to milligrams or some measure that makes sense to you.Potassium Citrate prescription pills are currently $180 for 120 pills",7 people found this helpful,Size: 2.2 Pound (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Jose Sandoval,5.0 out of 5 stars,"Reviewed in the United States on August 23, 2014",true,5.0 out of 5 stars,I started using Potassium Citrate to help manage urinary and pain in my kidneys.  I have a family history of kidney disease ad stones.  The potassium citrate is simple and easy tto use.  I add it to my drinks with meals.  It is very effective as my issues have improved significantly.,2 people found this helpful,Size: 8.8 Ounce (Pack of 1)
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Amanda P.,4.0 out of 5 stars,"Reviewed in the United States on June 5, 2014",true,4.0 out of 5 stars,"I use this to help get my dietary potassium in DIY soylent. The citrate helps prevent kidney stones too.The package was sealed well, in a thick sided resealable pouch. There were some clumps or ""rocks"". Kneading the bag seems to break them up.I didn't notice much taste from it. A few days I had slight indigestion. It wasn't too bad and could have been something else.",,
Potassium citrate,BulkSupplements.com Potassium Citrate Powder,Havingfun,3.0 out of 5 stars,"Reviewed in the United States on April 3, 2014",true,3.0 out of 5 stars,"I am using this powder to combat kidney stones.  I pass a small stone once or twice a year (no pain but bloody urine).  I am mixing the powder (1/4 teaspoon) in Mountain Dew twice per day.  Dissolves well, can't taste it, but won't know how well it works for at least a year.  The price of this product is far below the cost of the potassium citrate prescription pills I was taking (same dosage).",5 people found this helpful,
